Book ID,Book Name,Admin Type,Province,County,Address,Dynasty,Period,Edition,Volume,Author,Source,Book Year,Edition Year,TimeSpan:begin,TimeSpan:end,Longitude,Latitude
"H0148","扶風縣志","縣","陝西","寶雞地區","扶風縣","清","雍正","","四卷","于開泰纂 ; 張婁度修.","哈佛燕京圖書館藏珍稀方志","1731","1731","1723","1735","107.868492","34.361824"
"H008F","惠來縣志","縣","廣東","揭陽市","惠來縣","清","雍正","重印本.","18卷首1卷","謝元選纂; 張玿美修.","哈佛燕京圖書館藏珍稀方志","1732","1866","1723","1735","116.28851","23.03913"
"H0051","江西通志","省","江西","南昌","江西省","清","雍正","淸雍正8-10年[1730-1732]據「康熙59年[1720]所輯「西江志」」增修 「駱博士印」. 精刊本.","162卷首3卷","陶成等纂修 ; 高其倬, 謝旻等總裁","哈佛燕京圖書館藏珍稀方志","1732","1732","1723","1735","115.73103","28.71954"
"H00AE","襄陵縣志","縣","山西","臨汾地區","襄陵縣","清","雍正","","24卷","盧秉純等纂 ; 趙懋本修.","哈佛燕京圖書館藏珍稀方志","1732","1795","1723","1735","111.396492","36.023994"
"H00A8","山西通志","省","山西","太原","山西","清","雍正","1732-1734 修","230卷","儲大文纂 ; 覺羅石麟修","哈佛燕京圖書館藏珍稀方志","1734","1734","1723","1735","112.56483","37.87375"
"H011F","西湖志","山水","浙江","杭州","西湖","清","雍正","","48卷","傅王露等修 ; 李衛輯.","哈佛燕京圖書館藏珍稀方志","1734","1734","1723","1735","120.1258987","30.2430439"
"H0131","深澤縣志","縣","河北","石家莊","深澤縣","清","雍正","","12卷","王植等修.","哈佛燕京圖書館藏珍稀方志","1735","1752","1723","1735","115.19209","38.1849"
"H0129","畿輔通志","京城","河北","保定","畿輔","清","雍正","","一百二十卷","唐執玉等修 ; 陳儀等纂.","哈佛燕京圖書館藏珍稀方志","1735","1735","1723","1735","114.463173","38.036613"
"H015F","獲鹿縣志","縣","河北","石家莊","獲鹿縣","清","乾隆","","12卷","石光璽纂 ; 韓國瓚修.","哈佛燕京圖書館藏珍稀方志","1736","1736","1736","1795","114.307724","38.083111"
"H002A","重修肅州新志","州","甘肅","酒泉市","肅州","清","乾隆","清乾隆2年[1737]修, 同年刊本. 高臺1, 2册, 沙州上下册均係鈔配本.","不分卷","黄文煒纂修.","哈佛燕京圖書館藏珍稀方志","1737","1762","1736","1795","98.51125","39.74494"
"H013E","東湖弄珠樓志","樓閣","浙江","嘉興","東湖弄珠樓","清","乾隆","","六卷 ; 紅蘭閣詞三卷","張雲錦輯撰.","哈佛燕京圖書館藏珍稀方志","1738","1738","1736","1795","121.0262916","30.6969871"
"H00D5","湯陰縣志","縣","河南","安陽市","湯陰縣","清","乾隆","","10卷","楊世達纂修.","哈佛燕京圖書館藏珍稀方志","1738","1738","1736","1795","114.35269","35.92552"
"H00EE","内黄縣志","縣","河南","安陽","内黄縣","清","乾隆","清乾隆4年尹會一序.","18卷首1卷","李湞","哈佛燕京圖書館藏珍稀方志","1739","1739","1736","1795","114.89738","35.9539"
"H00C1","太谷縣志","縣","山西","晉中地區","太谷縣","清","乾隆","淸乾隆4 [1739]增刊雍正7 [1729]本.","八卷","王廷贊原修 ; 王澤沛增修.","哈佛燕京圖書館藏珍稀方志","1739","1739","1736","1795","112.552765","37.425507"
"H0049","宣城縣志","縣","安徽","宣城","宣城縣","清","乾隆","","32卷卷首1卷","楊廷棟等 纂 ; 吳飛九修.","哈佛燕京圖書館藏珍稀方志","1739","1739","1736","1795","118.7425","30.946941"
"H014E","湖州府志","府","浙江","湖州","湖州府","清","乾隆","","48卷首1卷","胡承謀纂修 ; 李堂等增纂. ","哈佛燕京圖書館藏珍稀方志","1739","1758","1736","1795","120.099312","30.864964"
"H0091","祥符縣志","縣","河南","開封","祥符縣","清","乾隆","","22卷","魯曽煜等修.","哈佛燕京圖書館藏珍稀方志","1739","1739","1736","1795","114.34333","34.785477"
"H00C7","陵川縣志","縣","山西","晉東地區","陵川縣","清","乾隆","","二十八卷","景象元等纂 ; 雷正修.","哈佛燕京圖書館藏珍稀方志","1740","1740","1736","1795","113.277008","35.778126"
"H008D","南寧府志","府","廣西","南寧","南寧府","清","乾隆","","56卷","蘇士俊等纂修.","哈佛燕京圖書館藏珍稀方志","1741","1742","1736","1795","108.312073","22.806145"
"H00D0","同州府志","府","陝西","渭南","同州府","清","乾隆","","20卷首1卷","李之蘭等纂 ; 張奎祥修.","哈佛燕京圖書館藏珍稀方志","1741","1741","1736","1795","109.939082","34.797245"
"H015A","武淸縣志","縣","天津","武清","武淸縣","清","乾隆","疑為民國間重印本.","十二卷首一卷末一卷","曹涵纂 ; 吳[Chong]修.","哈佛燕京圖書館藏珍稀方志","1742","1742","1736","1795","116.94582","39.51027"
"H00E2","河套志","山水","寧夏回族自治區, 內蒙古自治區, 陝西","河套","河套","清","乾隆","","6卷","陳履中等纂修.","哈佛燕京圖書館藏珍稀方志","1742","1742","1736","1795","107.1192925","40.8590946"
"H0186","登州府志","府","山東","煙臺","登州府","清","順治","清順治間, between 1644 and 1661修], 續志清乾隆七年 [1742] 修","22卷續志12卷","徐可先等修.","哈佛燕京圖書館藏珍稀方志","1742","1742","1645","1661","120.740502","37.804516"
"H00CE","萬全縣志","縣","河北","張家口市","萬全縣","清","乾隆","","10卷","左承業纂修.","哈佛燕京圖書館藏珍稀方志","1742","1742","1736","1795","114.73473","40.8649"
"H0175","淄川縣志","縣","山東","淄博","淄川縣","清","乾隆","修刊本.","8卷, 卷首1卷","臧岳等纂; 王康修.","哈佛燕京圖書館藏珍稀方志","1743","1743","1736","1795","117.962113","36.636993"
"H0160","景州志","州","河北","衡水市","景州","清","乾隆","","6卷","趙[Yi]等纂 ; 屈成霖修.","哈佛燕京圖書館藏珍稀方志","1745","1745","1736","1795","116.2581","37.68801"
"H00E3","汜水縣志","縣","河南","鄭州","汜水縣","清","乾隆","","22卷","許勉燉修；禹殿鼇纂","哈佛燕京圖書館藏珍稀方志","1745","1769","1736","1795","113.21386","34.84858"
"H0037","滎經縣志","縣","四川","雅安","滎經縣","清","乾隆","","9卷末1卷","勞卋沅纂修.","哈佛燕京圖書館藏珍稀方志","1745","1745","1736","1795","102.835899","29.79393"
"H0093","確山縣志","縣","河南","駐馬店","確山縣","清","乾隆","","4卷","周之瑚等修.","哈佛燕京圖書館藏珍稀方志","1745","1746","1736","1795","114.01991","32.80767"
"H00DE","禹州志","州","河南","許昌","禹州","清","乾隆","","14卷","孫廣生.","哈佛燕京圖書館藏珍稀方志","1745","1747","1736","1795","113.46706","34.16249"
"H00A4","鄭州志","州","河南","鄭州","鄭州","清","乾隆","","十二卷首一卷","毛如詵等修.","哈佛燕京圖書館藏珍稀方志","1745","1745","1736","1795","113.64131","34.75808"
"H00AA","忻州志","州","山西","忻州","忻州","清","乾隆","","六卷","竇容邃等修.","哈佛燕京圖書館藏珍稀方志","1746","1746","1736","1795","112.7312","38.39856"
"H0097","横州志","州","廣西","南寧","横州","清","乾隆","重刊本.","十二卷","朱秀纂 ; 謝鍾齡修.","哈佛燕京圖書館藏珍稀方志","1746","1899","1736","1795","109.26704","22.69296"
"H0038","永新縣志","縣","江西","吉安","永新縣","清","乾隆","","10卷","陳善言等纂 ; 王翰修.","哈佛燕京圖書館藏珍稀方志","1746","1746","1736","1795","114.23687","26.945564"
"H00E4","沈邱縣志","縣","河南","周口","沈邱縣","清","乾隆","續修刋本.","12卷首1卷","何源洙修；魯之璠纂","哈佛燕京圖書館藏珍稀方志","1746","1746","1736","1795","115.14233","33.17888"
"H009A","滎澤縣志","縣","河南","鄭州","滎澤縣","清","乾隆","","十四卷","崔淇修 ; 王博, 李維嶠纂.","哈佛燕京圖書館藏珍稀方志","1746","1746","1736","1795","113.53442","34.87436"
"H00A7","滎陽縣志","縣","河南","鄭州市","滎陽縣","清","乾隆","","12卷","李煦等修.","哈佛燕京圖書館藏珍稀方志","1746","1746","1736","1795","113.3474","34.78311"
"H0094","陽江縣志","縣","廣東","陽江","陽江縣","清","乾隆","","8卷","林聞譽纂 ; 莊大中修.","哈佛燕京圖書館藏珍稀方志","1746","1746","1736","1795","111.958946","21.845419"
"H002C","靜寧州志","州","甘肅","平涼","靜寧州","清","乾隆","續修刊本","八卷首一卷","王烜纂修.","哈佛燕京圖書館藏珍稀方志","1746","1746","1736","1795","105.728821","35.524097"
"H015B","冀州志","州","河北","冀縣","冀州","清","乾隆","","二十卷續編人物一卷","范清曠等纂修.","哈佛燕京圖書館藏珍稀方志","1747","1747","1736","1795","115.56381","37.56598"
"H00E5","宜陽縣志","縣","河南","洛陽","宜陽縣","清","乾隆","","4卷","汪堅，汪道成.","哈佛燕京圖書館藏珍稀方志","1747","1747","1736","1795","112.165222","34.512718"
"H0135","曲周縣志","縣","河北","邯鄲市","曲周縣","清","乾隆","","19卷","王今遠纂 ; 劳宗發修.","哈佛燕京圖書館藏珍稀方志","1747","1747","1736","1795","114.94965","36.7793"
"H0079","海鹽縣續圖經","縣","浙江","嘉興","海鹽縣","清","乾隆","","7卷","陳世倕等纂 ; 王如珪修.","哈佛燕京圖書館藏珍稀方志","1747","1748","1736","1795","120.932022","30.517859"
"H019B","臨潁縣續志","縣","河南","漯河","臨潁縣","清","乾隆","明萬曆45 [1617]刻 (清康熙初年[i.e. between 1662 and 1677] 增修)","8卷","劉沆纂修.","哈佛燕京圖書館藏珍稀方志","1747","1747","1736","1795","113.96064","33.808605"
"H0092","重修靈寶縣志","縣","河南","三門峽","靈寶縣","清","乾隆","","6卷","周慶增, 王道暉等纂修.","哈佛燕京圖書館藏珍稀方志","1747","1748","1736","1795","110.94149","34.68462"
"H0043","麻陽縣志","縣","湖南","懷化","麻陽縣","清","康熙","","10卷","田長盛等纂 ; 陳輝璧修 ; 秦周續纂修.","哈佛燕京圖書館藏珍稀方志","1747","1747","1662","1722","109.648402","27.720222"
"H003B","大庾縣續志","縣","江西","贛州","大庾縣","清","咸豐","","2卷","余光璧纂修. 大庾縣續志 : 二卷 / 譚習篆等續纂 ; 汪報閏續修.","哈佛燕京圖書館藏珍稀方志","1748","1851","1851","1861","114.350571","25.399954"
"H0120","少林寺志","寺院","河南","鄭州","少林寺","清","乾隆","","4卷","葉封 ... et al. 采輯","哈佛燕京圖書館藏珍稀方志","1748","1748","1736","1795","112.9352824","34.5085831"
"H005E","山陽縣志","縣","江蘇","淮安","山陽縣","清","乾隆","","22卷首1卷","張鴻烈原纂 ; 丁一燾等續纂 ; 金秉祚修.","哈佛燕京圖書館藏珍稀方志","1748","1749","1736","1795","119.141106","33.502789"
"H0023","潞郡舊聞","縣","山西","長治","潞安縣，長治縣","清","乾隆","","4卷","靳榮藩","哈佛燕京圖書館藏珍稀方志","1748","1924","1736","1795","113.116404","36.195409"
"H0137","羅山縣志","縣","河南","信陽","羅山縣","清","乾隆","","8卷","葛荃修 ; 李之杜纂.","哈佛燕京圖書館藏珍稀方志","1748","1748","1736","1795","114.52224","32.20237"
"H004E","蘇州府志","府","江蘇","蘇州","蘇州府","清","乾隆","","80卷","習寯等纂修.","哈佛燕京圖書館藏珍稀方志","1748","1748","1736","1795","120.618622","31.31271"
"H010B","南通州五山全志","山水","江蘇","南通","五山（狼山、黃泥山、劍山、軍山、馬鞍山）","清","乾隆","","二十卷","董權文參閱 ; 劉名芳纂修.","哈佛燕京圖書館藏珍稀方志","1749","1749","1736","1795","120.8813145","31.9513955"
"H0028","五涼考治六德集全誌","州","甘肅","武威","甘肅省","清","乾隆","乾隆15年[1750] (道光5 [182]增刻, 咸豐5 [1855]再增刻)","一卷","曾鈞等簒 ; 張[zhao]美修 ; 張之浚鑒定 .","哈佛燕京圖書館藏珍稀方志","1750","1855","1736","1795","103.84714","36.04703"
"H0058","如皋縣志","縣","江蘇","南通","如皋縣","清","乾隆","","32卷附錄1卷","周植等纂 ; 鄭見龍修.","哈佛燕京圖書館藏珍稀方志","1750","1750","1736","1795","120.558662","32.384022"
"H005A","鎮江府志","府","江蘇","鎮江","鎮江府","清","乾隆","","55卷首1卷","朱霖等纂修.","哈佛燕京圖書館藏珍稀方志","1750","1750","1736","1795","119.44429","32.20649"
"H014C","無錫縣志","縣","江蘇","無錫","無錫縣","清","乾隆","","42卷首1卷","華希閔纂 ; 王鎬修.","哈佛燕京圖書館藏珍稀方志","1751","1751","1736","1795","120.297668","31.574614"
"H0081","鎮海縣志","縣","浙江","寧波","鎮海縣","清","乾隆","","8卷","王夢弼纂修.","哈佛燕京圖書館藏珍稀方志","1751","1752","1736","1795","121.711716","29.953701"
"H004F","太和縣志","縣","安徽","阜陽","太和縣","清","乾隆","乾隆十七年王歛福太和縣志叙, 後印本.","8卷","成兆豫總裁 ; 吳中最協修 ; 洪朝元編次.","哈佛燕京圖書館藏珍稀方志","1752","1752","1736","1795","115.608963","33.16543961"
"H0147","鎭安縣志","縣","陝西","商洛","鎭安縣","清","乾隆","","十卷首一卷末一卷","聶燾纂修.","哈佛燕京圖書館藏珍稀方志","1752","1755","1736","1795","109.15329","33.43184"
"H00A2","郾城縣志","縣","河南","漯河","郾城縣","清","乾隆","","18卷","傅豫主修.","哈佛燕京圖書館藏珍稀方志","1753","1753","1736","1795","113.990395","33.596268"
"H008B","鹿邑縣志","縣","河南","周口","鹿邑縣","清","乾隆","","12卷","許菼等修.","哈佛燕京圖書館藏珍稀方志","1753","1753","1736","1795","115.481361","33.860767"
"H010E","黃山志","山水","安徽","黃山","黃山","清","乾隆","","七卷, 卷首一卷","閔麟嗣撰 ; 弘濟等参閱.","哈佛燕京圖書館藏珍稀方志","1753","1753","1736","1795","118.4039861","29.6833879"
"H013F","桃源洞天志","山水","湖南","常德","桃源洞天","清","乾隆","","1卷","蘭巖輯.","哈佛燕京圖書館藏珍稀方志","1754","1754","1736","1795","111.4341345","28.796301"
"H00DD","桐柏縣志","縣","河南","南陽","桐柏縣","清","乾隆","","8卷首1卷","鞏敬緖修 ; 李南暉纂.","哈佛燕京圖書館藏珍稀方志","1754","1754","1736","1795","113.39302","32.37075"
"H0193","棲霞縣志","縣","山東","煙臺","棲霞縣","清","乾隆","","10卷","衛萇纂修.","哈佛燕京圖書館藏珍稀方志","1754","1754","1736","1795","120.827072","37.302383"
"H0136","肅甯縣志","縣","河北","滄州","肅甯縣","清","乾隆","","十卷","尹侃等修.","哈佛燕京圖書館藏珍稀方志","1754","1754","1736","1795","115.83181","38.43177"
"H0113","雁山志","山水","浙江","溫州","雁山","清","乾隆","","一卷, 圖一卷","實行編 ; 廖壽彭撰","哈佛燕京圖書館藏珍稀方志","1754","1848","1736","1795","121.0497646","28.3508804"
"H0188","高密縣志","縣","山東","濰坊","高密縣","清","乾隆","","10卷首1卷末1卷","張乃史修 ; 錢廷熊纂","哈佛燕京圖書館藏珍稀方志","1754","1754","1736","1795","119.752564","36.385406"
"H0045","婺源縣志","縣","江西","上饒","婺源縣","清","乾隆","","39卷首1卷","俞雲耕等纂修.","哈佛燕京圖書館藏珍稀方志","1755","1757","1736","1795","117.844589","29.244728"
"H0108","淸凉山志","山水","山西","忻州","淸凉山","清","乾隆","","10卷","鎭澄[撰].","哈佛燕京圖書館藏珍稀方志","1755","1755","1736","1795","113.612489","38.9949803"
"H0107","盤山志","山水","天津","薊州","盤山","清","乾隆","","十六卷, 卷首五卷","蔣溥 ... [et al.] 纂.","哈佛燕京圖書館藏珍稀方志","1755","1755","1736","1795","117.2751225","40.0970346"
"H0185","章邱縣志","縣","山東","泰安地區","章邱縣","清","乾隆","","13卷首1卷","張萬靑纂修","哈佛燕京圖書館藏珍稀方志","1755","1755","1736","1795","117.48428","36.85273"
"H0121","西湖志纂","山水","浙江","杭州","西湖","清","乾隆","","十五卷","沈德潛, 傅王露輯 ; 梁詩正纂.","哈佛燕京圖書館藏珍稀方志","1755","1762","1736","1795","120.1258987","30.2430439"
"H0194","黃縣志","縣","山東","龍口市","黄縣","清","乾隆","封面鐫乾隆乙亥年重修, 敬慎堂藏板.","12卷","袁中立 ... [et al.].","哈佛燕京圖書館藏珍稀方志","1755","1755","1736","1795","120.48267","37.65942"
"H014F","嚴州府志","府","浙江","杭州","嚴州府","清","乾隆","","35卷首1卷","胡書源等纂 ; 吳士進修.","哈佛燕京圖書館藏珍稀方志","1756","1756","1736","1795","119.498856","29.544481"
"H00D3","琅鹽井志","鹽井志","雲南","楚雄彝族自治州","琅鹽井","清","乾隆","今併入屬鹽興縣. 卷1, 2 係鈔配本.","四卷","趙淳纂 ; 孫元相修.","哈佛燕京圖書館藏珍稀方志","1756","1756","1736","1795","101.6081579","25.3145727"
"H0130","直隸深州總志","州","河北","衡水市","深州","清","乾隆","","二十卷","尹侃纂修.","哈佛燕京圖書館藏珍稀方志","1756","1756","1736","1795","115.54887","38.01173"
"H013B","臨榆縣志","縣","河北","秦皇島","臨榆縣","清","乾隆","","14卷首1卷","鍾和梅修.","哈佛燕京圖書館藏珍稀方志","1756","1756","1736","1795","119.770241","40.010193"
"H0030","邯鄲縣志","縣","河北","邯鄲","邯鄲縣","清","乾隆","","12卷","王烔等修.","哈佛燕京圖書館藏珍稀方志","1756","1756","1736","1795","114.472038","36.593475"
"H002F","廣元縣志","縣","四川","廣元市","廣元縣","清","乾隆","","13卷首1卷","張賡謨纂修.","哈佛燕京圖書館藏珍稀方志","1757","1757","1736","1795","105.8316","32.44262"
"H0162","明州阿育王山志","山水","浙江","寧波","阿育王山","清","乾隆","清乾隆間 [i.e. between 1736 and 1795] 續修","十卷, 續志六卷","郭子章修 ; 畹荃續修.","哈佛燕京圖書館藏珍稀方志","1757","1757","1736","1795","121.6520499","29.8518369"
"H0034","荊州府志","府","湖北","荊州市","荊州府","清","乾隆","","58卷首1卷","施廷樞等纂 ; 葉仰高等修.","哈佛燕京圖書館藏珍稀方志","1757","1757","1736","1795","112.190773","30.350445"
"H0076","廣州府志","府","廣東","廣州","廣州府","清","乾隆","道署藏板.","60卷首1卷","沈廷芳等纂修","哈佛燕京圖書館藏珍稀方志","1758","1758","1736","1795","113.256066","23.134624"
"H0170","武定府志","府","山東","濱州市","武定府","清","乾隆","","38卷首1卷","荘肇奎纂; 赫達色修.","哈佛燕京圖書館藏珍稀方志","1758","1759","1736","1795","117.503891","37.482723"
"H00BE","萬泉縣志","縣","山西","運城","萬泉縣","清","乾隆","","8卷","張史筆纂 ; 畢宿焘修.","哈佛燕京圖書館藏珍稀方志","1758","1758","1736","1795","110.801264","35.36078"
"H00D7","温縣志","縣","河南","焦作","温縣","清","乾隆","","十二卷首一卷","王其華修 ; 苗于京纂.","哈佛燕京圖書館藏珍稀方志","1759","1759","1736","1795","113.07546","34.93812"
"H00D6","遂平縣志","縣","河南","駐馬店","遂平縣","清","乾隆","","16卷首1卷","金忠濟修 ; 祝暘纂.","哈佛燕京圖書館藏珍稀方志","1759","1759","1736","1795","113.98911","33.14784"
"H0060","崇明縣志","縣","上海","崇明","崇明縣","清","乾隆","","20卷","趙廷健纂修.","哈佛燕京圖書館藏珍稀方志","1760","1760","1736","1795","121.389893","31.627645"
"H0152","平陽縣志","縣","浙江","溫州","平陽縣","清","乾隆","","20卷首1卷","孫謙等纂 ; 徐恕等修.","哈佛燕京圖書館藏珍稀方志","1760","1760","1736","1795","120.556442","27.675718"
"H018C","嶧縣志","縣","山東","棗莊","嶧縣","清","乾隆","[嶧縣?], 清乾隆 26年 [1761]","10卷首1卷","忠璉纂訂.","哈佛燕京圖書館藏珍稀方志","1761","1761","1736","1795","117.58606","34.77"
"H0122","武林靈隱寺志","寺院","浙江","杭州","武林靈隱寺","清","康熙","","八卷","孫治初輯 ; 徐增重修 ; 戒顯較訂.","哈佛燕京圖書館藏珍稀方志","1762","1762","1662","1722","120.101482","30.240831"
"H0026","龍井見聞錄","寺院","浙江","杭州","龍井","清","光緒","","10卷","汪孟鋗","哈佛燕京圖書館藏珍稀方志","1762","1884","1875","1908","120.0913149","30.2352893"
"H0119","上方山志","山水","北京","房山","上方山","清","乾隆","","五卷, 卷首一卷","達聞撰 ; 吳仁敵較訂.","哈佛燕京圖書館藏珍稀方志","1764","1764","1736","1795","115.8294112","39.6651384"
"H0198","即墨縣志","縣","山東","青島","即墨縣","清","乾隆","乾隆甲申年[1764]鐫","12卷首1卷","尤淑孝裁定 ; 李元正修輯.","哈佛燕京圖書館藏珍稀方志","1764","1764","1736","1795","120.450409","36.382107"
"H0178","魚臺縣志","縣","山東","濟寧市","魚臺縣","清","乾隆","修刊本.","13卷首1卷末1卷","馮振鴻等纂修.","哈佛燕京圖書館藏珍稀方志","1764","1764","1736","1795","116.465363","34.936798"
"H0128","平山堂圖志","寺院","江蘇","揚州","平山堂","清","乾隆","","10卷","趙之璧","哈佛燕京圖書館藏珍稀方志","1765","1765","1736","1795","119.4135506","32.4198342"
"H015D","涿州志","州","河北","涿州","涿州","清","乾隆","","二十二卷首一卷","吳山鳳纂修.","哈佛燕京圖書館藏珍稀方志","1765","1765","1736","1795","115.96815","39.48722"
"H00C8","聞喜縣志","縣","山西","運城","聞喜縣","清","乾隆","重修本.","12卷","李遵唐主修.","哈佛燕京圖書館藏珍稀方志","1765","1765","1736","1795","111.217209","35.357723"
"H00BD","垣曲縣志","縣","山西","運城","垣曲縣","清","乾隆","","14卷","湯登沺主修.","哈佛燕京圖書館藏珍稀方志","1766","1766","1736","1795","111.87706","35.096607"
"H0132","柏鄉縣志","縣","河北","刑臺","柏鄉縣","清","乾隆","","10卷首1卷","鍾賡華纂修.","哈佛燕京圖書館藏珍稀方志","1766","1766","1736","1795","114.68058","37.49469"
"H00A6","光州志","州","河南","信陽","光州","清","乾隆","","68卷附志餘12卷","高兆煌等纂修.","哈佛燕京圖書館藏珍稀方志","1767","1770","1736","1795","115.044579","32.130302"
"H0050","壽州志","州","安徽","六安","壽州","清","乾隆","","12卷首1卷末1卷","席芑纂修.","哈佛燕京圖書館藏珍稀方志","1767","1767","1736","1795","116.777115","32.575748"
"H0112","天台山方外志要","山水","浙江","台州","天台山","清","乾隆","","十卷, 首一卷圖","齊召南編訂.","哈佛燕京圖書館藏珍稀方志","1767","1767","1736","1795","121.1758432","29.2367704"
"H016E","烏里雅蘇臺志略","區域","蒙古國","札布汗","烏里雅蘇臺","清","嘉慶","日本傳鈔綠格紙本","不分卷","清佚名撰","哈佛燕京圖書館藏珍稀方志","1767","1767","1796","1820","96.77205","47.73986"
"H003A","南安府志","府","江西","贛州","南安府","清","乾隆","","22卷","史珥纂; 蔣有道修.","哈佛燕京圖書館藏珍稀方志","1768","1768","1736","1795","114.350571","25.399954"
"H0087","福建續志","省","福建","福州","福建省","清","乾隆","","92卷首1卷","沈廷芳等纂 ; 定長等修.","哈佛燕京圖書館藏珍稀方志","1768","1769","1736","1795","119.321577","26.073954"
"H0173","東平州志","州","山東","泰安","東平州","清","乾隆","","20卷首1卷補遺1卷","胡彥升等纂; 沈維基修.","哈佛燕京圖書館藏珍稀方志","1770","1771","1736","1795","116.299171","35.910343"
"H0190","茌平縣志","縣","山東","聊城","茌平縣","清","康熙","[清康熙四十年 (1701)]","五卷","孫克緖纂; 王世臣修.","哈佛燕京圖書館藏珍稀方志","1770","1770","1662","1722","116.250229","36.586616"
"H0126","篁墩程朱闕里祠志","祠廟","安徽","黃山","篁墩程朱闕里祠","清","乾隆","","八卷","徐光文編輯 ; 程世錫分纂 ; 吳翼堂鑒定.","哈佛燕京圖書館藏珍稀方志","1771","1771","1736","1795","118.3573","29.76885"
"H00B6","翼城縣志","縣","山西","臨汾地區","翼城縣","清","乾隆","重修刋本.","28卷","許崇楷纂修.","哈佛燕京圖書館藏珍稀方志","1771","1771","1736","1795","111.708443","35.738762"
"H007E","奉化縣志","縣","浙江","寧波","奉化縣","清","乾隆","","14卷首1卷","陳琦纂 ; 曹膏等修.","哈佛燕京圖書館藏珍稀方志","1772","1773","1736","1795","121.406906","29.651657"
"H0141","永平府志","府","河北","秦皇島市","永平府","清","乾隆","","24卷首1卷末1卷","王金英等纂 ; 李奉翰等修.","哈佛燕京圖書館藏珍稀方志","1772","1773","1736","1795","118.861954","39.877323"
"H0115","鼓山志","山水","福建","福州","鼓山","清","光緒","","十四卷, 首一卷","黄任修輯 ; 張伯謨参訂 ; 李拔鑒定.","哈佛燕京圖書館藏珍稀方志","1772","1876","1875","1908","119.3937238","26.0727773"
"H009E","柘城縣志","縣","河南","商丘市","柘城縣","清","乾隆","重修刊本.","十八首一卷","李志魯纂修.","哈佛燕京圖書館藏珍稀方志","1773","1773","1736","1795","115.29646","34.07661"
"H0145","皖典類編","省","安徽","潛山","安慶府","清","乾隆","序乾隆三十八年[1773]","8卷","潘才纂.","哈佛燕京圖書館藏珍稀方志","1773","1773","1736","1795","117.03468","30.51229"
"H00C0","太平縣志","縣","安徽","黃山","太平縣","清","乾隆","","10卷","張鍾秀纂修.","哈佛燕京圖書館藏珍稀方志","1775","1775","1736","1795","118.19133","30.309418"
"H0035","威遠縣志","縣","雲南","普洱","威遠縣","清","乾隆","","8卷首1卷","張翼儒纂 ; 李南暉修.","哈佛燕京圖書館藏珍稀方志","1775","1775","1736","1795","100.69958","23.49908"
"H0055","吉安府志","府","江西","吉安","吉安府","清","乾隆","知府李鎔经補刋本. 清乾隆39至41年[1774-76]修.","74卷首1卷","朱承煦纂 ; 盧崧.","哈佛燕京圖書館藏珍稀方志","1776","1842","1736","1795","114.97128","27.10324"
"H012A","關中勝蹟圖志","區域","陝西","西安","關中勝蹟","清","乾隆","","三〇卷, 圖一卷","畢沅撰.","哈佛燕京圖書館藏珍稀方志","1776","1776","1736","1795","108.90698","34.24642"
"H0127","新疆外藩紀略","省","新疆","烏魯木齊","烏魯木齊","清","乾隆","","二卷","七十一","哈佛燕京圖書館藏珍稀方志","1777","1779","1736","1795","87.60406","43.79072"
"H002B","臯蘭縣志","縣","甘肅","蘭州","臯蘭縣","清","乾隆","","二十卷","黄建中纂 ; 吳鼎新修.","哈佛燕京圖書館藏珍稀方志","1777","1777","1736","1795","103.84714","36.04703"
"H0124","(敕封)天后志","祠廟","福建","莆田","敕封天后","清","乾隆","","二卷","林清標輯","哈佛燕京圖書館藏珍稀方志","1778","1850","1736","1795","119.097494","25.1230479"
"H012B","欽定盛京通志","省","遼寧","瀋陽","盛京","清","乾隆","","130卷首1卷","劉謹之等纂 ; 阿桂等奉敕修.","哈佛燕京圖書館藏珍稀方志","1778","1779","1736","1795","123.41988","41.78825"
"H00F0","淮關統志","關隘","江蘇","淮安","淮關","清","乾隆","淮關刊本.","14卷","伊齡阿","哈佛燕京圖書館藏珍稀方志","1778","1778","1736","1795","118.7674917","33.6030117"
"H00C4","渭南志","縣","陝西","渭南","渭南縣","清","乾隆","","14卷","王以誠纂修.","哈佛燕京圖書館藏珍稀方志","1778","1778","1736","1795","109.501236","34.502998"
"H00BB","祁縣志","縣","山西","晉中市","祁縣","清","乾隆","","16卷","陳時字纂修.","哈佛燕京圖書館藏珍稀方志","1778","1778","1736","1795","112.3153","37.35382"
"H00D4","郿縣志","縣","陝西","寶雞地區","郿縣","清","乾隆","","18卷首1卷","張若修.","哈佛燕京圖書館藏珍稀方志","1778","1778","1736","1795","107.75479","34.27356"
"H0082","餘姚志","縣","浙江","寧波地區","餘姚縣","清","乾隆","","40卷","唐若瀛纂修.","哈佛燕京圖書館藏珍稀方志","1778","1781","1736","1795","121.152763","30.049067"
"H0159","岐山縣志","縣","陝西","寶雞地區","岐山縣","清","乾隆","","8卷","蔣兆甲纂 ; 郭履恒等修.","哈佛燕京圖書館藏珍稀方志","1779","1779","1736","1795","107.62709","34.439636"
"H008A","揭陽縣志","縣","廣東","揭陽","揭陽縣","清","乾隆","","8卷首1卷","凌魚等纂 ; 劉業勤修.","哈佛燕京圖書館藏珍稀方志","1779","1779","1736","1795","116.349769","23.542976"
